608		3
609		4
610		4
611		3
612		3
613		3
614		3
615		2
616		4
617		2
618		4
619		3
620		3
621		3
622		3
623		3
624		3
625		4
626		3
627		4
628		3
629		3
630		3
631		3
632		3
633		3
634		3
635		3
636		3
637		4
638		3
639		3
640		3
641		3
642		3
643		4
644		3
645		3
646		4
647		3
648		2
649		3
650		3
651		3
652		3
653		3
654		3
655		3
656		3
657		3
658		4
659		3
660		4
661		3
662		3
663		3
664		2
665		3
666		3
667		3
668		3
669		3
670		4
671		4
672		4
673		3
674		3
675		4
676		3
677		3
678		4
679		3
680		2
681		4
682		3
683		3
684		3
685		4
686		4
687		2
688		3
689		3
690		3
691		3
692		4
693		2
694		3
695		3
696		4
697		3
698		3
699		3
700		3
701		3
702		3
703		3
704		2
705		3
706		3
707		4
708		4
709		4
710		3
711		3
712		3
713		4
714		1
715		4
716		4
717		4
718		3
719		3
720		3
721		3
722		3
723		3
724		3
725		3
726		3
727		4
728		3
729		3
730		3
731		3
732		3
733		2
734		3
735		3
736		3
737		3
738		3
739		4
740		3
741		3
742		3
743		2
744		3
745		2
746		3
747		4
748		3
749		3
750		3
751		3
752		3
753		3
754		3
755		3
756		4
757		3
758		4
759		3
760		3
761		2
762		4
763		4
764		3
765		2
766		3
767		3
768		3
769		3
770		3
771		3
772		2
773		2
774		3
775		3
776		3
777		3
778		4
779		3
780		4
781		3
782		4
783		3
784		2
785		3
786		1
787		2
788		4
789		4
790		4
791		3
792		3
793		3
794		3
795		1
796		3
797		4
798		3
799		3
800		3
801		3
802		4
803		3
804		3
805		3
806		2
807		3
808		2
809		3
810		2
811		3
812		3
813		3
814		4
815		2
816		3
817		3
818		3
819		4
820		3
821		2
822		3
823		3
824		3
825		4
826		3
827		3
828		3
829		4
830		2
831		3
832		4
833		3
834		4
835		3
836		3
837		4
838		2
839		4
840		3
841		2
842		3
843		4
844		3
845		2
846		3
847		4
848		3
849		2
850		3
851		4
852		3
853		4
854		3
855		3
856		3
857		3
858		3
859		3
860		4
861		3
862		2
863		3
864		3
865		3
866		4
867		3
868		4
869		3
870		4
871		3
872		3
873		3
874		4
875		2
876		3
877		4
878		4
879		2
880		2
881		3
882		3
883		4
884		3
885		3
886		3
887		3
888		3
889		3
890		3
891		3
892		3
893		4
894		3
895		3
896		2
897		3
898		3
899		3
900		3
901		3
902		4
903		2
904		3
905		3
906		3
907		4
908		4
909		4
910		3
911		3
912		3
913		3
914		1
915		4
916		3
917		3
918		3
919		4
920		4
921		3
922		3
923		3
924		3
925		3
926		3
927		2
928		2
929		3
930		3
931		3
932		3
933		3
934		3
935		3
936		3
937		4
938		2
939		3
940		2
941		1
942		2
943		3
944		3
945		4
946		2
947		4
948		3
949		3
950		2
951		3
952		3
953		3
954		3
955		4
956		3
957		2
958		3
959		3
960		3
961		3
962		3
963		4
964		2
965		4
966		2
967		3
968		4
969		2
970		4
971		3
972		4
973		3
974		3
975		4
976		3
977		4
978		3
979		4
980		3
981		4
982		3
983		3
984		4
985		3
986		3
987		3
988		1
989		3
990		2
991		4
992		2
993		4
994		4
995		4
996		2
997		4
998		2
999		3
