0		0
1		4
2		3
3		4
4		3
5		4
6		3
7		3
8		3
9		3
10		3
11		4
12		3
13		3
14		3
15		3
16		3
17		4
18		4
19		3
20		3
21		4
22		3
23		2
24		3
25		3
26		4
27		2
28		3
29		2
30		3
31		3
32		3
33		3
34		3
35		4
36		4
37		3
38		4
39		3
40		3
41		3
42		2
43		3
44		3
45		4
46		3
47		3
48		3
49		3
50		3
51		3
52		2
53		3
54		4
55		4
56		3
57		4
58		3
59		4
60		3
61		3
62		3
63		2
64		4
65		3
66		3
67		4
68		3
69		2
70		3
71		2
72		3
73		4
74		3
75		3
76		1
77		3
78		4
79		2
80		4
81		3
82		3
83		3
84		4
85		3
86		2
87		4
88		2
89		2
90		3
91		3
92		3
93		3
94		2
95		3
96		3
97		2
98		3
99		3
100		3
101		4
102		4
103		3
104		3
105		3
106		3
107		2
108		4
109		3
110		3
111		3
112		3
113		3
114		3
115		3
116		4
117		2
118		3
119		3
120		3
121		3
122		3
123		4
124		3
125		3
126		3
127		3
128		3
129		3
130		3
131		3
132		3
133		3
134		3
135		3
136		2
137		3
138		3
139		3
140		4
141		3
142		4
143		3
144		1
145		4
146		3
147		3
148		3
149		3
150		4
151		4
152		2
153		3
154		3
155		3
156		3
157		4
158		3
159		1
160		4
161		3
162		3
163		3
164		2
165		4
166		3
167		3
168		2
169		3
170		3
171		3
172		3
173		3
174		3
175		4
176		3
177		2
178		3
179		4
180		3
181		3
182		3
183		3
184		4
185		3
186		2
187		4
188		3
189		3
190		3
191		3
192		4
193		3
194		2
195		2
196		4
197		3
198		3
199		3
200		4
201		3
202		3
203		4
204		3
205		3
206		3
207		2
208		3
209		4
210		3
211		3
212		4
213		4
214		3
215		4
216		4
217		4
218		3
219		3
220		3
221		3
222		3
223		3
224		3
225		2
226		3
227		3
228		2
229		3
230		3
231		4
232		2
233		4
234		2
235		3
236		3
237		3
238		2
239		3
240		4
241		3
242		3
243		3
244		4
245		3
246		3
247		3
248		2
249		4
250		4
251		2
252		3
253		3
254		3
255		4
256		3
257		3
258		3
259		3
260		3
261		4
262		3
263		3
264		2
265		2
266		4
267		3
268		3
269		1
270		3
271		4
272		3
273		3
274		3
275		3
276		3
277		3
278		4
279		3
280		2
281		3
282		4
283		3
284		2
285		4
286		4
287		3
288		3
289		4
290		4
291		2
292		3
293		3
294		3
295		2
296		3
297		4
298		4
299		3
300		3
301		3
302		3
303		3
304		4
305		3
306		3
307		2
308		3
309		3
310		3
311		4
312		3
313		3
314		4
315		3
316		3
317		3
318		3
319		3
320		3
321		1
322		2
323		4
324		3
325		3
326		4
327		4
328		3
329		3
330		3
331		3
332		3
333		3
334		3
335		3
336		3
337		2
338		3
339		3
340		3
341		3
342		3
343		4
344		1
345		3
346		3
347		2
348		3
349		4
350		3
351		3
352		4
353		3
354		4
355		4
356		3
357		3
358		3
359		4
360		3
361		3
362		3
363		3
364		3
365		4
366		4
367		3
368		3
369		3
370		3
371		3
372		4
373		3
374		3
375		4
376		2
377		3
378		2
379		3
380		3
381		3
382		3
383		3
384		3
385		3
386		4
387		3
388		3
389		3
390		3
391		3
392		3
393		3
394		3
395		3
396		3
397		1
398		3
399		4
400		3
401		3
402		3
403		2
404		4
405		2
406		3
407		3
408		4
409		3
410		2
411		3
412		3
413		4
414		3
415		3
416		3
417		2
418		3
419		3
420		3
421		3
422		4
423		3
424		2
425		3
426		3
427		4
428		3
429		2
430		2
431		4
432		4
433		3
434		3
435		3
436		3
437		4
438		3
439		3
440		3
441		3
442		3
443		4
444		3
445		3
446		3
447		3
448		3
449		4
450		3
451		4
452		2
453		3
454		4
455		3
456		4
457		3
458		2
459		4
460		2
461		4
462		2
463		3
464		4
465		4
466		3
467		4
468		3
469		4
470		3
471		3
472		3
473		3
474		4
475		3
476		2
477		3
478		3
479		3
480		4
481		3
482		3
483		3
484		3
485		3
486		3
487		2
488		2
489		3
490		3
491		3
492		2
493		3
494		4
495		3
496		2
497		3
498		4
499		3
500		3
501		3
502		4
503		3
504		3
505		4
506		2
507		3
508		3
509		4
510		3
511		3
512		3
513		4
514		3
515		3
516		2
517		3
518		3
519		3
520		3
521		3
522		3
523		3
524		2
525		3
526		3
527		4
528		4
529		3
530		3
531		3
532		3
533		3
534		3
535		3
536		3
537		3
538		3
539		3
540		3
541		3
542		4
543		4
544		3
545		3
546		4
547		3
548		4
549		4
550		3
551		3
552		3
553		3
554		3
555		3
556		3
557		4
558		3
559		3
560		3
561		3
562		3
563		2
564		3
565		4
566		3
567		4
568		3
569		3
570		3
571		3
572		4
573		3
574		3
575		3
576		4
577		3
578		3
579		3
580		3
581		3
582		4
583		3
584		3
585		2
586		3
587		3
588		3
589		4
590		4
591		4
592		3
593		3
594		3
595		2
596		3
597		2
598		4
599		3
600		3
601		2
602		3
603		3
604		3
605		3
606		3
607		4
